"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2017-064645","特願2015-194102","2015/09/30","2017/04/06","ＣＯ２、Ｈ２Ｓ又はそれら双方の吸収液並びにそれを用いた装置及び方法","三菱重工業株式会社,関西電力株式会社,三菱重工エンジニアリング株式会社","B01D53/14,210,B01D53/52,220,C01B31/20@B,B01D53/62,B01D53/14,220,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】  本発明は、吸収液を再生利用する際のリボイ<BR>ラ熱量を低減することができるＣＯ2、Ｈ2Ｓ又はそれら<BR>双方の吸収液並びにそれを用いた装置及び方法を提供す<BR>る。
【解決手段】  本発明に係る吸収液は、ガス中のＣＯ2<BR>、Ｈ2Ｓ又はそれら双方を吸収する吸収液であって、（<BR>ａ）２級直鎖モノアミンと、（ｂ１）３級直鎖モノアミ<BR>ン、又は（ｂ２）立体障害性のある１級モノアミンと、<BR>（ｃ）２級環状ジアミンとを成分として含み、前記各成<BR>分の濃度が３０重量％未満である。
【選択図】  図１
","特開2017-064645","","特許6659293","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-064645/EEA651F431E0854DAC3AFF4E9A31426B3B5F28EA453467B7C0C85D79901A8EA4/11/ja"
"特表2018-534127","特願2018-515499","2016/09/23","2017/03/30","伝熱流体を使用して直接熱伝達を用いる周期的熱スイング吸着","エクソンモービル　リサーチ　アンド　エンジニアリング　カンパニー","B01D53/04,220,B01D53/62,B01D53/83,B01D53/96,B01D53/12,B01J20/18@B,B01J20/22@A,B01J20/34@H,B01J8/18,B01J8/02","(57)【要約】
  多相吸着環境の一部として伝熱流体を使用することで<BR>、固体吸着剤を用いたガス成分の分離を改善することが<BR>できる。伝熱流体は、吸着サイクル中に生じる固体吸着<BR>剤の温度上昇を軽減したり、または最小限にしたりする<BR>ことができる。このような温度上昇を軽減したり、また<BR>は最小限にしたりすることによって、吸着剤のワーキン<BR>グキャパシティを向上させることができ、および／また<BR>は従来の吸着方法を用いた工業規模の吸着では実用的で<BR>はない吸着剤の使用が可能となりうる。多相吸着環境は<BR>、細流床環境、スラリー環境、または固体吸着剤による<BR>ガス吸着中に少なくとも部分的に伝熱流体の液相が存在<BR>する別の好都合な環境に対応することができる。
","特表2018-534127","","特許6943845","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-534127/604DC6D4156866DF6EF42F063ADFFEA79979E228C41406B74EDB8A900E4D8B25/11/ja"
"特開2017-056383","特願2015-181156","2015/09/14","2017/03/23","二酸化炭素回収装置および二酸化炭素回収方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,100,B01D53/62,B01J20/22@A,B01D53/82,B01J20/28@Z,B01D53/75,B01D53/81,B01D53/96","(57)【要約】
【課題】ＣＯ２を吸収したＣＯ２吸収材の再生を効率良<BR>く行いつつ、被処理ガス中のＣＯ２を安定して連続して<BR>吸収することができるＣＯ２回収装置およびＣＯ２回収<BR>方法を提供する。
【解決手段】ＣＯ２回収装置１０Ａは、吸収材２３Ａ、<BR>２３Ｂが収容された吸収塔２２Ａ、２２Ｂと、真空ポン<BR>プ１２と、被処理ガス供給ラインＬ１１－１～Ｌ１１－<BR>３と、蒸気供給ラインＬ１３－１～Ｌ１３－３と、吸収<BR>材２３Ａ、２３ＢのＣＯ２の吸収量に応じて、吸収塔２<BR>２Ａ、２２Ｂへの排ガス２１、または蒸気２６の供給量<BR>を調整する調節弁Ｖ１１－１、Ｖ１１－２、Ｖ１２－１<BR>、Ｖ１２－２、Ｖ１５－１、Ｖ１５－２、Ｖ１６－１、<BR>およびＶ１６－２とを具備してなり、吸収塔２２Ａ、２<BR>２Ｂのうちの一方で、被処理ガス中のＣＯ２を吸収材２<BR>３Ａまたは２３Ｂに吸収させ、他方の吸収塔で、真空ポ<BR>ンプ１２および蒸気２６を用いて、吸収材２２Ａ、２２<BR>Ｂを再生させる。
【選択図】図１
","特開2017-056383","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-056383/81C02530B112732998D1AD2E1E17596A47DD588F07FAB4BA19E2EF3D0A7EF132/11/ja"
"特開2017-048087","特願2015-173431","2015/09/03","2017/03/09","化石燃料からの水素製造方法及び水素製造装置","株式会社日立製作所","C01B3/16,B01D53/14,200,F25J3/02,101,C10J3/46@J,C10K3/04,F25J3/04,101,C01B3/36,C10J3/46@F,C10K1/08,F25J3/08,C01B3/50,C10J3/46@H","(57)【要約】
【課題】化石燃料から高純度の水素を安価に生成するこ<BR>とが可能な水素製造方法及びそれに用いる製造装置を提<BR>供する。
【解決手段】化石燃料から水素を製造する方法として、<BR>褐炭や重質油のような低質な化石燃料を原料とすること<BR>が可能な部分酸化(ガス化)法を採用し、ガス精製、COシ<BR>フト、除湿、脱硫、CO2分離を経たガス中に含まれる水<BR>素リッチガスを深冷分離法により精製して高純度水素を<BR>得る。また、深冷分離法に用いる冷熱媒体としては部分<BR>酸化の段階で化石燃料の助燃剤として供給する酸素を深<BR>冷分離法で生成する際に副生する液体窒素を用いる。本<BR>方法により、低質な化石燃料から高純度の水素を製造す<BR>る方法において、大規模な補機の設置や外部からの供給<BR>エネルギーを必要とせずに安価に高純度の水素を得るこ<BR>とができる。
【選択図】図1
","特開2017-048087","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-048087/FE899C5EB8A7593DF795395FB935DBED371D7AD2DF71BDDF2E3C5FC6BDB8FB67/11/ja"
"特開2017-047412","特願2016-084512","2016/04/20","2017/03/09","酸性ガス吸着材料及びその製造方法、酸性ガスの回収方法、酸性ガス回収ユニット、並びに酸性ガス回収システム","日立化成株式会社","B01J20/26@A,B01D53/62,C01B31/20@B,B01D53/82,B01J20/30,C01B32/50,B01D53/81,B01D53/96","(57)【要約】
【課題】化学吸着により二酸化炭素等の酸性ガスを選択的に吸着でき、かつその吸着量に<BR>優れる酸性ガス吸着材料を提供すること。
【解決手段】多官能グリシジルエーテル型固形エポキシ化合物と、一級又は二級の脂肪族<BR>アミノ基を有するアミン化合物との架橋物を含有する、酸性ガス吸着材料。
【選択図】なし
","特開2017-047412","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-047412/E5DD879941A9698CD15E42FA145E16C2014FBC1BB4E3815C764084AACBC37FEB/11/ja"
"特開2017-047410","特願2016-031277","2016/02/22","2017/03/09","酸性ガス吸着材料、酸性ガス回収ユニット、酸性ガス回収システム、酸性ガスの吸着方法及び回収方法","日立化成株式会社","B01J20/22@A,B01D53/62,B01D53/14,100,C01B31/20@B,B01D53/82,B01J20/34@H,C01B32/50,B01D53/81,B01D53/96","(57)【要約】
【課題】工業的に低コストである温度スイング方式で化学吸着により二酸化炭素等の酸性<BR>ガスを選択的に吸着できる酸性ガス吸着材料を提供すること。
【解決手段】本発明は、環状基を有する多官能エポキシ化合物と、一級又は二級の脂肪族<BR>アミノ基を有するアミン化合物との硬化物、又は、環状基を有し、窒素含有量が３～２０<BR>質量％であり、ガラス転移温度が４０～１４０℃である硬化物を含有する酸性ガス吸着材<BR>料に関する。
【選択図】なし
","特開2017-047410","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-047410/331500C47E798C6DA57E890CED972056BAA3DD06748C86CCECBF2F18E36D1766/11/ja"
"特表2018-530425","特願2018-528099","2016/08/18","2017/02/23","二酸化炭素の回収及び脱塩のための方法","アブ　ダビ　オイル　リファイニング　カンパニー（タクリーア）,ユナイテッド　アラブ　エミレーツ　ユニバーシティ","B01D53/62,B01D53/78,B01D53/14,210,B01D53/18,B01D53/18,110,C01D7/00@Z,C01B32/50","(57)【要約】
  本発明は、ガス流（6）中の二酸化炭素濃度を低減し<BR>、水性流（3）中の塩化ナトリウム濃度を低減するため<BR>の方法であって、該方法が、0.1体積％より多いか又は<BR>それと同等である二酸化炭素を含むフィードガス（6）<BR>と、以下：(a)塩化ナトリウム；並びに(b)0.5重量％よ<BR>り多いか又はそれと同等である総濃度で酸化カルシウム<BR>及び／又は水酸化カルシウムを含む、水性フィード（4<BR>）とを接触させることを含む、方法に関する。
【選択図】図1
","特表2018-530425","","特許6845241","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-530425/FCD7231BC1B2A3E17A6347B5A1BE56CDE79F4B9DD0C452DBA6792ED806983D80/11/ja"
"特開2017-039633","特願2015-164223","2015/08/21","2017/02/23","二酸化炭素吸着性を有する水酸化ジルコニウムメソ多孔体、その製造方法及び該水酸化ジルコニウムメソ多孔体からなる二酸化炭素吸着剤","国立研究開発法人産業技術総合研究所","C01G25/00,B01D53/62,B01D53/047,B01J20/06@A,B01D53/81,B01J20/28@Z,B01D53/96,B01J20/30,B01J20/34@E","(57)【要約】
【課題】従来のゼオライトとほぼ同等かそれ以上の高い<BR>ＣＯ2吸着量を有する吸着剤として有用な水酸化ジルコ<BR>ニウムメソ多孔体を提供する。所定のＣＯ2吸着量を有<BR>する水酸化ジルコニウムメソ多孔体からなるＣＯ2吸着<BR>剤を提供する。
【解決手段】pH13.0以上の水酸化ナトリウム水溶液に、<BR>硝酸ジルコニル等のジルコニウム原料を添加し、室温下<BR>で反応させた後、液相中に生じた固体沈殿物を液相から<BR>分離することにより、高比表面積及び高ＣＯ2吸着量を<BR>有する水酸化ジルコニウムメソ多孔体が合成できる。
【選択図】  図１０
","特開2017-039633","","特許6663146","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-039633/1D20000E386D17FDA5B6AD705291E93A5864906DA805749363DA8D4B3CB3443B/11/ja"
"特開2017-039105","特願2015-163867","2015/08/21","2017/02/23","ガス処理システム及びガス処理方法","株式会社神戸製鋼所","B01D53/14,220,B01D53/50,260,C01B31/20@B,B01D53/48,B01D53/62,B01D53/78,B01D53/68,120,B01D53/96,B01D53/79,C01B32/50","(57)【要約】
【課題】比較的少ないエネルギーで被処理ガス中の酸性<BR>化合物を分離できるガス処理システムを提供する。
【解決手段】本発明のガス処理システムは、水への溶解<BR>で酸を生じる酸性化合物の吸収により相分離する処理液<BR>を用い、前記酸性化合物を含む被処理ガスから酸性化合<BR>物を分離するガス処理システムであって、前記処理液に<BR>被処理ガスを接触させる吸収器と、前記処理液を酸性化<BR>合物の含有率が大きい第１相部分及び酸性化合物の含有<BR>率が小さい第２相部分に分離する液分離器と、前記液分<BR>離器で分離した第１相部分から加熱により酸性化合物を<BR>放出する再生器と、前記液分離器で分離した第２相部分<BR>及び前記再生器で酸性化合物を放出した処理液を前記吸<BR>収器に被処理ガスを接触させる処理液として循環する機<BR>構と、前記吸収器から排出される処理液及び酸性化合物<BR>分離後の被処理ガスから前記再生器の処理液へ熱を移動<BR>させる熱移送装置とを備えることを特徴とする。
【選択図】図１
","特開2017-039105","","特許6656843","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-039105/6F05B0F9CC4A77914E8F44CB87B14C6C18551D0FECE507C9201EB1B1D012EE68/11/ja"
"特開2017-035669","特願2015-159520","2015/08/12","2017/02/16","酸性ガス吸収剤、酸性ガス除去方法および酸性ガス除去装置","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,210,B01D53/62,B01D53/52,220,B01D53/14,220,B01D53/78,B01D53/96,B01D53/79","(57)【要約】
【課題】二酸化炭素等の酸性ガスの回収量が高い酸性ガス吸収剤、並びにこれを用いた酸<BR>性ガス除去装置および酸性ガス除去方法を提供する。
【解決手段】下記一般式（１）で表されるジアミン化合物を少なくとも１種含有すること<BR>を特徴とする酸性ガス吸収剤、これを用いた酸性ガス除去装置および酸性ガス除去方法。
      Ｒ１Ｒ２Ｎ－ＣＨ２－ＣＨ（ＯＨ）－ＣＨ２－ＮＲ３Ｒ４      ・・・式（１）
（上記式（１）中、Ｒ１は置換または非置換の炭素数３～８の環状アルキル基を、Ｒ２お<BR>よびＲ３は、それぞれ独立に、水素原子または炭素数１～４のアルキル基を、Ｒ４は炭素<BR>数２～４のヒドロキシアルキル基を、表す）
【選択図】なし
","特開2017-035669","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-035669/00BB6768EDC417413BD739C2F520E5A72B72967B068CBDB5CBF9FB885DFBAA8A/11/ja"
"特開2017-031046","特願2016-147414","2016/07/27","2017/02/09","空気由来の二酸化炭素の吸収剤及び発生剤","国立大学法人金沢大学,学校法人神戸学院","C01B31/20@A,B01D53/14,210,B01D53/14,C01B32/50","(57)【要約】
【課題】本発明は、空気中から二酸化炭素を効率よく吸収、固定化し、当該固定化された<BR>二酸化炭素を適時に適量だけ放出させて炭素源として利用することが可能な二酸化炭素発<BR>生剤、及びそれを用いる空気由来の二酸化炭素の発生方法を提供することを目的とする。
【解決手段】本発明は、ヒドロキシ基又は置換されていてもよいアミノ基で置換されたア<BR>ルキルアミンを含有してなる、空気中の二酸化炭素の吸収剤、式（Ｉ）:


（式中、各記号は本明細書中で定義した通りである。）で表される化合物を含有してなる<BR>、二酸化炭素発生剤、及び該二酸化炭素発生剤からの二酸化炭素の発生方法に関する。
【選択図】なし
","特開2017-031046","","特許6782961","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-031046/FC989DEDA00AA8E0F46A9D556796B40AFEA795320C5FDE33930E644E9F9D6EA8/11/ja"
"特開2017-029893","特願2015-150078","2015/07/29","2017/02/09","アンモニアストリッピング処理におけるスケール抑制方法、及びそれを用いたアンモニアストリッピング処理","株式会社四国総合研究所,四国電力株式会社","C02F1/20@B,B01D53/14,210","(57)【要約】      （修正有）
【課題】アンモニアストリッピング時おける、排水中に含まれるカルシウムイオン又はマ<BR>グネシウムイオンの影響で生成するスケールを、定期的な除去作業やスケール分散剤の使<BR>用に頼らず低コストで抑制する方法の提供。
【解決手段】二酸化炭素を低減したガスを用意する工程と、ガスをアンモニアストリッピ<BR>ング装置のアンモニア放散部に導入する工程と、排水をアンモニアストリッピング処理に<BR>適切なｐＨにしアンモニア放散部に導入する工程と、ガスを用いて導入された排水からア<BR>ンモニアを放散させる工程と、処理済みの排水をアンモニア放散部から排出する工程とを<BR>含む、方法。
【選択図】なし
","特開2017-029893","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-029893/3B94338EE83AEE555FCF81EB1DE475E32673CE6EFEB09969894891E6AA8C8AB1/11/ja"
"特許6077169","特願2016-168477","2016/08/30","2017/02/08","水素ガスの製造方法、およびバイオガス水素化設備","株式会社神鋼環境ソリューション","C01B3/38,B01D53/14,210,C10L3/10,H01M8/06@R,H01M8/0606,H01M8/04746,H01M8/0612","(57)【要約】
【課題】従来よりもコストを低減し得る、バイオガスか<BR>ら水素ガスを製造する方法および設備を提供すること。
【解決手段】水素ガス製造方法は、バイオガスを昇圧し<BR>て吸収塔１３の中へ送り込み、当該吸収塔１３内でバイ<BR>オガスと水とを加圧状態で接触させることにより、バイ<BR>オガスに含まれる二酸化炭素を水に溶解させて除去する<BR>ことでメタンガスを高濃度化した精製ガスを得るバイオ<BR>ガス精製工程と、バイオガス精製工程により得られた精<BR>製ガスを改質器３１の中へ送り込み、当該改質器３１内<BR>で精製ガスを水蒸気改質して水素ガスを得るガス改質工<BR>程と、を備える。
【選択図】図１
","特開2017-206429","","特許6077169","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-6077169/E8380ED6ADE51F770EE8353EEAF27E873A8D32E966C43C4A708FD486E9CA74F4/15/ja"
"再表2017/018160","特願2017-531117","2016/07/08","2017/02/02","空調システムおよび二酸化炭素吸収ユニット","シャープ株式会社","B01D53/14,100,F24F3/153,F24F11/02,102@J,F24F11/30,F24F11/62,F24F11/80,F24F11/33,F24F11/46,F24F11/61,F24F11/64,F24F11/77,F24F11/89,F24F110:10,F24F110:20,F24F110:50,F24F140:00","(57)【要約】
  温度および湿度の少なくとも一方を適切に調節し、且<BR>つ、空気中のＣＯ２濃度を適切な値に調節する。空調シ<BR>ステム（１００）は、ＣＯ２濃度検出部（１３）と、流<BR>路ａ～ｂまたは流路ｃを介し取り込んだ空気からＣＯ２<BR>を吸収した後取り込み元の流路に排出するＣＯ２吸収ユ<BR>ニット（４０）と、取り込む空気の量を、上記ＣＯ２濃<BR>度に応じて調節するＣＯ２濃度制御部（２５）と、を備<BR>える。
","WO2017/018160","","","","再表2017/018160","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-018160/C69DB443BBD0D4160ACEE0A9872AC94446A06306D47C3226A13D64426BADF3C0/19/ja"
"再表2016/208718","特願2017-525445","2016/06/24","2016/12/29","二酸化炭素吸収材、ペレットおよびフィルター","シャープ株式会社","B01J20/10@A,B01D53/14,100,B01J20/10@C,B01J20/28@Z,C01B32/50","(57)【要約】
  気体中に水が含まれている場合であっても、気体中に<BR>含まれる二酸化炭素の吸収効率の低下を抑制する。二酸<BR>化炭素吸収材（１０）は、気体中に含まれる二酸化炭素<BR>を吸収するものであり、水溶性を示す４価のリチウムシ<BR>リケートを含んでいる。
","WO2016/208718","","","","再表2016/208718","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-208718/503F8EBF2C7EA73189549A4ED3CE5E69BE7C800495E03D7855F4D9B0F1F30F38/19/ja"
"特開2016-223064","特願2015-106908","2015/05/27","2016/12/28","二酸化炭素低排出発電方法および二酸化炭素低排出発電システム","国立大学法人東北大学","E21B43/00@A,F02C3/30@D,B01D53/62,B01D53/14,210,B01J19/00@A,C01B31/20@B,F02C3/34,B01D53/78,B01D53/14,220,F02C6/00@E,F23R3/00@B,F02C3/22,F02C3/28,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素を回収するためのエネルギーを低減<BR>可能で、全体的な熱効率を向上することができる二酸化<BR>炭素低排出発電方法および二酸化炭素低排出発電システ<BR>ムを提供する。
【解決手段】発電手段１１が、メタンガスを燃料として<BR>発電を行う。吸収手段１６が、発電手段１１から排出さ<BR>れた排ガスを、アミンを含む吸収液に接触させることに<BR>より、排ガス中の二酸化炭素を吸収液に吸収させる。分<BR>離手段１８が、その吸収液を加熱することにより、吸収<BR>液から二酸化炭素を分離する。その二酸化炭素を海底の<BR>メタンハイドレート層１の内部に隔離固定するよう、注<BR>入手段２５が、その二酸化炭素を、加熱した海水ととも<BR>に、メタンハイドレート層１の内部に注入する。回収手<BR>段２６が、メタンハイドレートから解離したメタンガス<BR>を回収する、供給手段２７が、そのメタンガスを、燃料<BR>として発電手段１１に供給する。
【選択図】図１
","特開2016-223064","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-223064/C540494E24496E5E7256E301D7C5A23F58038F70FCB21F51750ECF9A951A723A/11/ja"
"特許6055134","特願2016-049103","2016/03/14","2016/12/27","二酸化炭素吸着剤及びその製造方法、並びに、二酸化炭素分離回収システム","川崎重工業株式会社","B01J20/22@A,B01D53/62,B01D53/14,100,C01B31/20@B,B01D53/83,B01J20/32,B01J20/34@F,C01B32/50,B01D53/81,B01D53/96","(57)【要約】
【課題】優れた吸着性を備え、且つ、連続処理方式での使用に耐えうる強度（特に、耐摩<BR>耗性）を備えた二酸化炭素吸着剤を提供する。
【解決手段】二酸化炭素吸着剤は、シリカゲルにアミン化合物を担持させて成る。シリカ<BR>ゲルは、アミン化合物を担持していない状態において、粒子径が１ｍｍ以上５ｍｍ以下で<BR>あり、平均細孔径が１０ｎｍ以上１００ｎｍ以下であり、且つ、細孔容積が０．１ｃｍ３<BR>／ｇ以上１．３ｃｍ３／ｇ以下である。
【選択図】なし
","特開2017-164656","","特許6055134","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-6055134/CF1C112F9352C71218D811F382A6247A9547B184F6392B4086B69BA015C40B77/15/ja"
"特表2018-525212","特願2017-564916","2016/06/09","2016/12/22","移動源の内燃機関からのＣＯ２捕捉のための統合されたプロセス、及び熱発電サイクルにおける使用","サウジ　アラビアン　オイル　カンパニー","B01D53/92,240,F01N5/02@B,F01K23/10@R,F01K25/06,B01D53/14,220,B01D53/14,210","(57)【要約】
  車両に搭載された液体吸着剤でＣＯ２の少なくとも一<BR>部を捕捉し、その吸着剤からＣＯ２を回収し、車両上に<BR>一時的に貯蔵するためにＣＯ２を圧縮することによって<BR>、車両を駆動するのに使用される内燃機関（ＩＣＥ）で<BR>の炭化水素燃料の燃焼によって生成された排ガス流とと<BR>もに大気中に放出されるＣＯ２量を減少させるためのプ<BR>ロセスであって、半閉鎖システムとして作動し、ＣＯ２<BR>を捕捉する液体吸着剤が作動流体としての機能を果たし<BR>、動力生産サイクルの間ＣＯ２を保持して機械的エネル<BR>ギー又は仕事を生成し、その後ＣＯ２が脱着され、高密<BR>度化されて本質的に純粋なガス流として回収され、作動<BR>流体が本プロセスでの使用のためにリサイクルされる、<BR>プロセスが開示される。
","特表2018-525212","","特許6763889","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-525212/044545ED4E5A9B5AB1BB5856D816BEBE1CFFBC83547F6BE4F662D200ABF081A3/11/ja"
"特開2016-215174","特願2015-106408","2015/05/26","2016/12/22","二酸化炭素回収システムおよび二酸化炭素回収システムの運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/18,B01D53/62,C01B31/20@B,B01D53/78,B01D53/14,220,B01D53/73,B01D53/96,C01B32/50","(57)【要約】
【課題】吸収液成分のロスを低減するとともに吸収液の<BR>水分量を適切に管理することができる二酸化炭素回収シ<BR>ステムを提供する。
【解決手段】実施の形態による二酸化炭素回収システム<BR>１は、吸収部排ガス３または再生部排ガス８を洗浄水１<BR>１で洗浄する洗浄部４０ａと、洗浄部排ガス９を冷却し<BR>て生成された凝縮水１２を洗浄部排ガス９から分離する<BR>気液分離装置５０と、を備えている。凝縮水１２は、凝<BR>縮水ライン５３によって洗浄水１１に混入される。洗浄<BR>水１１の水量が所定量よりも多くなった場合、洗浄水１<BR>１は、洗浄水ライン４３によって吸収液４に混入される<BR>。制御装置６０は、吸収液４の水分量が所定の下限値以<BR>下である場合、凝縮水弁５３Ｖの開度を大きくし、吸収<BR>液４の水分量が所定の上限値以上である場合、凝縮水弁<BR>５３Ｖの開度を小さくする、ように凝縮水弁５３Ｖを制<BR>御する。
【選択図】図１
","特開2016-215174","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-215174/BC140261959C21BFC6739FC27442E14036F78C9067005E215C12F5B2069923EC/11/ja"
"特開2016-215105","特願2015-101253","2015/05/18","2016/12/22","二酸化炭素回収装置および二酸化炭素回収方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/18,B01D53/78,B01D53/14,220,B01D53/75,B01D53/79,B01D53/96","(57)【要約】
【課題】二酸化炭素回収率を向上することができる二酸<BR>化炭素回収装置を提供する。
【解決手段】実施の形態による二酸化炭素回収装置１の<BR>吸収塔２０は、再生塔３０から供給される吸収液５から<BR>二酸化炭素を放出させる放出領域２２と、放出領域２２<BR>で放出された二酸化炭素が第１気液接触部２１から排出<BR>された排ガス２に同伴して供給される第２気液接触部２<BR>３と、を有している。放出領域２２において二酸化炭素<BR>を放出した吸収液５は、吸収液供給装置２７によって第<BR>２気液接触部２３に供給される。第２気液接触部２３を<BR>通過した吸収液５は、案内部材２９によって、放出領域<BR>２２をバイパスして第１気液接触部２１に案内される。<BR>第２気液接触部２３は、排ガス２と吸収液５とを接触さ<BR>せて、排ガス２に含有される二酸化炭素を吸収液５に吸<BR>収させる。
【選択図】図２
","特開2016-215105","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-215105/D38C00F22683CCEA0FB33212901030BC4ED00E2AFECC55505D1EDF1BAF0A3486/11/ja"
"特開2016-204216","特願2015-088937","2015/04/24","2016/12/08","ガスハイドレート製造装置、および、ガスハイドレート製造方法","ＩＨＩプラント建設株式会社,株式会社ＩＨＩ","C01B31/20@Z,F23J15/00@Z,B01D53/14,210,B01J19/00@A,B01J31/02,102@M,B01D53/14,220,F23J15/02,C01B32/50","(57)【要約】
【課題】ガスハイドレートを低コストで製造する。
【解決手段】ガスハイドレート製造装置１００は、原料<BR>水を冷却する冷却部１２０と、ガス供給源から供給され<BR>た原料ガスと、冷却された原料水とを混合する気液混合<BR>部１４２を少なくとも有し、原料ガスのうち少なくとも<BR>一種類のガスをゲスト物質として包接したガスハイドレ<BR>ートを生成するハイドレート生成部１４０と、ハイドレ<BR>ート生成部においてガスハイドレートを生成した結果生<BR>じる、ガスハイドレートと、未反応ガスと、原料水とを<BR>含む混合物から、未反応ガスを分離する分離部１５０と<BR>、分離部によって分離された未反応ガスのうち、少なく<BR>ともゲスト物質となるガスを水に吸収させてガス吸収水<BR>を生成する吸収部１７０と、を備え、冷却部は、ガス吸<BR>収水を原料水として冷却する。
【選択図】図１
","特開2016-204216","","特許6480247","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-204216/C036C6B8441250313CE09F2DF7D5F3867DC94E6817A964DC6978D0C805B3EC03/11/ja"
"特表2018-516836","特願2017-560591","2016/05/27","2016/12/01","大気内焼成を用いる吸着剤改善型改質を介する水素の製造","ガス　テクノロジー　インスティテュート","C01B3/32,B01D53/047,B01D53/14,100,B01J20/34@H,C01B3/56@Z","(57)【要約】
  大気圧で作動する焼成炉と組み合わせて吸着剤改善型<BR>改質を利用して水素ガスを生成するプロセスとシステム<BR>。二酸化炭素と水素ガスを生成するために、供給材料が<BR>吸着剤改善型改質へ導入される。吸着剤改善型改質内の<BR>吸着材料は、二酸化炭素を吸収し、かつ使用された吸着<BR>剤を形成するために作用する。吸着剤改善型改質に再利<BR>用可能な再生成された吸着剤を生成するために、使用さ<BR>れた吸着剤から二酸化炭素を取り除くべく、使用された<BR>吸着剤を加熱するために、使用された吸着剤は大気用焼<BR>成炉へ導入される。

【選択図】図１
","特表2018-516836","","特許7352330","拒絶2021-001760","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-516836/D75CE1844D9E0D40494450981589A9E75A09F91B73EC55A74A90AAE953AE84E5/11/ja"
"特開2016-198714","特願2015-080099","2015/04/09","2016/12/01","酸性ガス吸収剤、酸性ガスの除去方法および酸性ガスの除去装置","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,210,B01D53/52,220,B01D53/62,B01D53/14,220,B01D53/40,220,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】酸性ガス（特にＣＯ２）の回収量〔即ち、（低温における酸性ガスの吸収量）－<BR>（高温における酸性ガスの脱離量）〕が高い酸性ガス吸収剤、特に高温時における酸性ガ<BR>スの脱離が容易であり、更に低温でも凝固しない、酸性ガス吸収剤、これを用いた酸性ガ<BR>ス除去装置および酸性ガス除去方法を提供する。
【解決手段】下記一般式（１）で表されるアミン化合物を含有する酸性ガス吸収剤、この<BR>吸収剤を用いる酸性ガスの除去方法および酸性ガスの除去装置。

（Ｒ１は炭素数３～６の環状アルキル基を、Ｒ２は炭素数１～３のアルキル基または水素<BR>原子を、Ｒ３およびＲ４は、それぞれ炭素数１～３のアルキル基または水素原子を、Ｒ５<BR>は炭素数１～３のアルキル基を表す。）
【選択図】なし
","特開2016-198714","","特許6479543","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-198714/8821CB7A9E3E6F2DD39F722AC18DD64A1D068E25EC302CF147610AB8BA77881F/11/ja"
