"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2003-181242","特願2001-389992","2001/12/21","2003/07/02","脱硫装置一体型二酸化炭素除去装置および二酸化炭素除去装置付きボイラー設備","東京電力株式会社","B01D53/14@C,B01D53/26,101@B,B01D53/34,125@E,B01D53/34,135@Z,B01D53/34,F23J15/00@B,F23J15/00@J,F23J15/00@K,F23J15/02,B01D53/14,200,B01D53/26,220,B01D53/50,245,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/81,B01D53/96","(57)【要約】
【課題】  排ガスから二酸化炭素を高い回収効率で連続<BR>的に回収できる省エネルギーで低コストな脱硫装置一体<BR>型二酸化炭素除去装置を提供する。
【解決手段】  煙道に配置され、前記煙道を流れる排ガ<BR>スからＳＯxおよびＣＯ2を除去するための脱硫装置一体<BR>型二酸化炭素除去装置であって、排ガスからＳＯxを吸<BR>収するための吸収塔と、前記吸収塔に接続された、前記<BR>煙道よりも大きい断面積を有する配管と、前記配管内に<BR>配置された、脱硫後の排ガス中の水滴を除去するミスト<BR>エリミネーターと、水滴除去された排ガス中の水分を吸<BR>着するためのハニカム構造の水分吸着体が充填された除<BR>湿部ドラム回転体と、除湿された排ガス中のＣＯ2を吸<BR>着するためのハニカム構造のＣＯ2吸着体が充填された<BR>ＣＯ2回収部ドラム回転体とを備えることを特徴とする<BR>脱硫装置一体型二酸化炭素除去装置。
","特開2003-181242","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-181242/28DC6A52A4D1B30B2AA8419E4BF636AA99FAA493CE020B3A5AAA2979ABCDE054/11/ja"
"特表2005-527724","特願2003-551404","2002/12/06","2003/06/19","廃ガスエネルギ発生器","スイ、シー・チュン","B01D53/34,118@A,B01D53/34,135@Z,F01K23/10,B01D53/40,200,B01D53/62,B01D53/78","(57)【要約】
  ＷＧＥＧ（廃ガスエネルギ発生器：waste gas energy<BR> generator）は電力生成システムを有し、これは排気／<BR>廃気供給デバイス、エネルギ抽出チャンバ、ＥＥＣ０１<BR>を含み、ＥＥＣ０１は暗面と、補助チャンバ０１０とを<BR>有し、補助チャンバ０１０は二酸化炭素及び酸性ガス除<BR>去並びに水素生成のための金属散布器と、そのアンモニ<BR>ア含有物を加熱するように伝熱させる熱交換器ＨＥ０１<BR>０とを備えている。電力生成システムは少なくとも１つ<BR>のタービンシステムを含み、このタービンシステムはそ<BR>の出口端に散水供給器及び端部液体回収チャンバ又は分<BR>留システム、又はその端部にアンモニア二酸化炭素凝縮<BR>のための凝縮チャンバを有する。これは溶剤が二酸化炭<BR>素等を吸収するように用いられたデバイスを含み、その<BR>溶剤は清浄化処理において高温ガスにより加熱されてそ<BR>れらのガスを前進させるように解放し、アルミニウム／<BR>金属スクリーンを通過した後、回転スクリーニングデバ<BR>イスを備えたタービンシステムへ直接に向かう。
","特表2005-527724","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-527724/BA4BA18F54507747A5959FB96BD89E00C506C191714F19EBB8EB5D4A8C192381/11/ja"
"特開2003-170041","特願2001-374459","2001/12/07","2003/06/17","気液接触用の高分子材料製充填物および気液接触装置","三菱重工業株式会社","B01D53/18@C,B01D53/34,135@Z,B01J19/30,D04H1/42@L,D04H1/43,D06M10/02@C,D06M10/02@D,B01D53/18,130,B01D53/62,B01D53/78","(57)【要約】
【課題】    軽量かつ濡れ性の高い気液接触用の充填物<BR>を提供する。
【解決手段】気液接触板２の材料を高分子材料とし、か<BR>つ濡れ性を高めるための表面加工を行う。
","特開2003-170041","","特許3958035","拒絶2006-024394","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-170041/798CC30E916A8657D014EBFF00F7061309A1A6A0807D974A1C0DD99BE7577742/11/ja"
"特開2003-170018","特願2001-370368","2001/12/04","2003/06/17","水素ガスの精製方法","大陽日酸株式会社","B01D53/14@A,B01J20/02@B,C01B3/56@Z,C22C16/00,B01D53/14,100","(57)【要約】
【課題】  特定の合金ゲッタ剤を２段に配置し、各段を<BR>異なる温度に設定して精製操作を行うことにより、不純<BR>物除去量が優れ、かつ経済的にも有利な水素ガスの精製<BR>方法およびそのための装置を提供することを目的とす<BR>る。
【解決手段】  不純物として、窒素、酸素、一酸化炭<BR>素、二酸化炭素、メタン、水分を含む水素ガスを精製す<BR>る方法およびそのための装置である。ジルコニウム(Zr)<BR>を主成分とする合金ゲッタ剤(11)に、上記不純物を含む<BR>水素ガスを３００～５００℃で接触させて、該不純物の<BR>中の窒素、酸素、水分を除去すると共に、一酸化炭素お<BR>よび二酸化炭素をメタンに転化して、実質的に不純物と<BR>してメタンだけを含む水素ガスとなす。ついで、この実<BR>質的に不純物としてメタンだけを含む水素ガスを、上記<BR>と同一組成または別組成のジルコニウム(Zr)を主成分と<BR>する合金ゲッタ剤(13)に５５０～６００℃で接触させ<BR>て、メタンを除去する。
","特開2003-170018","","特許4059663","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-170018/0E471D626634A01762E99A99E5A33F69457A534633B2F326B3CE2F313140AA7A/11/ja"
"特開2003-135921","特願2001-335203","2001/10/31","2003/05/13","混合ガスの分離方法","学校法人明治大学","B01D53/14@C,B01J3/00@A,B01J19/00@A,C01B31/20@B,C10L3/00@B,C10L3/10,B01D53/14,200,C01B32/50","(57)【要約】
【課題】  バイオガスのように可燃ガスと不燃ガスの混<BR>合ガスから可燃ガスを分離抽出する。
【解決手段】  少なくとも２種類のガスを有する混合ガ<BR>スを、これら２種類のガスの両方を水和物化しない条件<BR>下の第１の状態から、この条件における少なくとも１つ<BR>のパラメータを変化させることにより、一方のガスのみ<BR>を水和物化する条件の第２の状態へ遷移することによ<BR>り、前記２種類のガスの一方のみを水和物として両者を<BR>分離するものとして構成される。
","特開2003-135921","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-135921/FEFB0E8A7CE84D010CF3FAF91A56F32923A9B7E35F58CD3C386F5A1A51D90139/11/ja"
"特開2003-112141","特願2001-305964","2001/10/02","2003/04/15","有害物質含有塗料の処理システム","三菱重工業株式会社","A62D3/00,200,A62D3/00,330,A62D3/00,350,A62D3/00,370,A62D3/00,651,A62D3/00,652,A62D3/00,654,A62D3/00,A62D3/20,A62D3/34,A62D3/36,A62D3/38,A62D101:22,A62D101:24,A62D101:28,B01D19/00@B,B01D53/14@C,B01D53/34,134@F,B01J3/00@A,B01J3/02@A,B02C21/00@Z,B09B3/00@Z,B09B3/00,303@Z,C02F11/12@A,B01D53/14,200,B01D53/70,200,B01D53/73,B01D53/76,B01D53/78,B01D53/81,B01D53/82,B01D53/96,C02F11/13,B09B3/35,B09B3/40,B09B101:00","(57)【要約】
【課題】  有機海洋移動体、海洋構造物に塗装された防<BR>汚塗料等の有害物質を含有する塗料の処理システムを提<BR>供する。
【解決手段】  海洋移動体、海洋構造物等の駆体に塗装<BR>された防汚塗料中のＰＣＢを分析する方法であって、駆<BR>体（鋼板等）１０に塗装された塗料１１を剥離手段１２<BR>により剥離等した後、該剥離された廃塗料１３を真空加<BR>熱乾燥する真空加熱乾燥炉１４と、該真空加熱乾燥炉１<BR>４から排出されるガス状の有害物質１５を水熱酸化分解<BR>する水熱酸化分解処理装置１２０とを具備する。
","特開2003-112141","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-112141/F10883EF4C729BBBA1373F4D3C1A5F82938E51D43257DC7F226CB0DBE19A368B/11/ja"
"特開2003-112140","特願2001-305963","2001/10/02","2003/04/15","有害物質含有漁網の処理システム","三菱重工業株式会社","B01D53/14@C,B01D53/34,134@E,B01D53/34,136@Z,B01J3/00@A,B01J3/02@A,B01J3/02,101@A,B01J3/03@A,B09B3/00@Z,B09B3/00,303@Z,B09B3/00,304@Z,B09B3/00,B01D53/14,200,B01D53/64,B01D53/70,B01D53/78,B01D53/81,B09B3/10,B09B3/35,B09B3/45,B09B101:00,B09B101:75,B09B101:85","(57)【要約】
【課題】  防汚漁網等の有害物質を含有する漁網の処理<BR>システムを提供する。
【解決手段】  廃棄有害物質含有漁網１１を真空加熱乾<BR>燥する真空加熱乾燥炉１２と、上記真空加熱炉１２から<BR>排出されるガス状の有害物質１３を活性炭１４で吸着す<BR>る活性炭吸着槽１５と、該有害物質を吸着した活性炭２<BR>４をスラリー１６に粉砕する粉砕手段１７とを具備する<BR>ものである。
","特開2003-112140","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-112140/F59D105BBBB336DEFFDA8A3A091E2A49D32316E76406CB63A59758C59A6D6F21/11/ja"
"特開2003-103141","特願2001-299131","2001/09/28","2003/04/08","炭酸ガス吸収材および炭酸ガス分離装置","株式会社東芝","B01D53/34,135@Z,B01D53/34,B01J20/10@C,B01J20/34@H,C01B31/20@B,B01D53/62,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
【課題】  寿命の長い炭酸ガス吸収材を提供することを<BR>目的とする。
【解決手段】  アルカリ炭酸塩を０．５ｍｏｌ％以上、<BR>４．９ｍｏｌ％以下含むリチウムシリケートからなり、<BR>不純物として、アルミニウム、マグネシウム、カルシウ<BR>ム、鉄、チタン、炭素から選ばれる少なくとも一種を含<BR>むことを特徴とする炭酸ガス吸収材。
","特開2003-103141","","特許3591724","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-103141/4A78B8D57667991F66E6B16316C25FF16A0C23D65C70CFD4C79699E2F7716DC8/11/ja"
"特開2003-093836","特願2001-289688","2001/09/21","2003/04/02","二酸化炭素ドライ洗浄装置からの二酸化炭素回収方法","三井造船プラントエンジニアリング株式会社","B01D53/04@B,B01D53/34,135@Z,F25J1/00@D,B01D53/047,B01D53/62,B01D53/75,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
【課題】  排ガス中のＣＯ2 を回収して再利用すること<BR>ができる、ＣＯ2 ドライ洗浄装置からのＣＯ2 回収方法<BR>を提供する。
【解決手段】  ＣＯ2 ドライ洗浄装置１の排出ガス６か<BR>らＣＯ2 を回収する方法であって、ＣＯ2 ドライ洗浄装<BR>置１の排出ガス６を粗ガスドラム２に貯留したのちＰＳ<BR>Ａ装置３に導入し、パージガスとして脱着工程で回収し<BR>たＣＯ2 の一部を用い、昇圧ガスとして吸着工程におけ<BR>る流出ガスまたは除湿した窒素もしくは空気を用い、こ<BR>の昇圧ガスを吸着工程におけるガス流通方向とは逆方向<BR>から導入してＰＳＡ法を繰り返し、得られたＣＯ2 を圧<BR>縮、冷却して液体ＣＯ2 として回収するとともに、その<BR>一部を脱圧して粗ガスドラムにリサイクルすること。
","特開2003-093836","","特許4817560","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-093836/4D120D25C2FD02FEB249572D4C90CB4761F5A9E80C1F9F539EDD9391322307A6/11/ja"
"特開2003-093835","特願2001-295351","2001/09/27","2003/04/02","ガス吸収液再生方法とガス吸収再生システム","株式会社日立製作所","B01D53/14,103,B01D53/34,127@C,B01D53/34,135@Z,B01D53/34,B01D53/14,220,B01D53/52,200,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/96","(57)【要約】
【課題】燃焼ガス中に含まれる硫黄化合物、または二酸<BR>化炭素を吸収する脱硫液を再生する。
【解決手段】ガス吸収液中の陰イオン濃度からガス吸収<BR>液の劣化状態を判定する。劣化したと判断されたなら<BR>ば、ガス吸収液中の陰イオン濃度を減少させる薬剤を供<BR>給したり、再生塔から吸収塔へ循環するガス吸収液量を<BR>増大したりする。
【効果】簡易かつリアルタイムでガス吸収液の劣化状態<BR>を判定し、ガス吸収液を再生できる。
","特開2003-093835","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-093835/C443A1A9279C670ADB7E8E434EEDAAA7336E1A437894A2C288BD35C896553914/11/ja"
"特表2005-502460","特願2003-528293","2002/08/23","2003/03/27","水性流によるＣＯ２含有ガスからのＣＯ２洗浄","シェブロン　ユー．エス．エー．　インコーポレイテッド","B01D53/14@C,B01D53/34,135@Z,B01J19/00@A,C10G2/00,C10K1/10,C10K1/12,C10L3/00@B,C10L3/10,B01D53/14,200,B01D53/62,B01D53/78,B01D53/79,B01D53/92,240,B01D53/92,331,B01D53/92,335","(57)【要約】
ＣＯ2含有ガスからＣＯ2を除去する方法。この方法は、ＣＯ2含有ガスから、水性相液体<BR>を用いてＣＯ2を洗浄し、ＣＯ2に富む水性相を形成することを含む。ＣＯ2に富む水性相<BR>を、次に海洋環境、陸地構成物、又はそれらの組合せの少なくとも一つ中に廃棄する。
","特表2005-502460","","特許4695834","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-502460/4BAA2ABB0EC6F9B381C6392AC71D2C6782C0566E89321C67DB0A0F51C20E4692/11/ja"
"特表2005-503456","特願2003-528752","2002/08/23","2003/03/27","水性流を用いたメタン含有ガスからのＣＯ２除去","シェブロン　ユー．エス．エー．　インコーポレイテッド","B01D53/14@C,B01J19/00@A,C07C7/11,C07C9/04,C10L3/00@B,C10L3/10,B01D53/14,200","(57)【要約】
メタン及びＣＯ2を含むガス流からＣＯ2を除去するための方法。この方法は、ガス流を水<BR>性流と接触させ、前記ガス流中のＣＯ2の少なくとも一部分を前記水性流中へ溶解し、そ<BR>れにより高メタン濃度を有するＣＯ2欠乏ガス流とＣＯ2に富む水性流とを形成する工程を<BR>含む。ＣＯ2に富む水性流は、ガス流から分離する。最後に、ＣＯ2に富む水性流を、海洋<BR>環境、陸地構成物又はそれらの組合せの少なくとも一つの中へ廃棄する。
","特表2005-503456","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-503456/E4B8033AEA14E3D2F767B8BAC0F3C286D4C97041DB92AF74DE3EE1076154AC13/11/ja"
"特表2005-502461","特願2003-528294","2002/08/29","2003/03/27","ＣＯ２含有炭化水素資源からのＣＯ２の水中洗浄","シェブロン　ユー．エス．エー．　インコーポレイテッド","B01D53/14@C,B01J19/00@A,C10L3/00@B,C10L3/10,B01D53/14,200","(57)【要約】
ＣＯ2含有炭化水素資源からＣＯ2を除去する方法。この<BR>方法は、ＣＯ2含有炭化水素資源を水性液体流と水面下<BR>の位置で接触させ、前記炭化水素資源中のＣＯ2少なく<BR>とも一部分を前記水性液体流中へ溶解し、ＣＯ2欠乏炭<BR>化水素資源及びＣＯ2に富む水性流を形成することを含<BR>む。ＣＯ2に富む水性流は炭化水素資源から分離する。<BR>最後に、ＣＯ2に富む水性流を海洋環境、陸地構成物、<BR>又はそれらの組合せの少なくとも一つ中に廃棄する。
","特表2005-502461","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-502461/5195D0B73D6EBA375649B808B212EF69C013AB0A7607279F85E640D14720D21B/11/ja"
"特開2003-080199","特願2001-275644","2001/09/11","2003/03/18","灰の洗浄処理方法","不二機械株式会社,中川　健一,大崎　功三","B01D37/02@B,B01D53/34,135@Z,B03B5/00@A,B03B5/28@Z,B03B5/52,B03B7/00,B03B9/06,B09B3/00,304@G,B09B3/00,B09B5/00@N,C02F1/52@K,C02F1/62@Z,B01D53/62,B01D53/78,B01D53/96,B09B3/80,B09B101:30","(57)【要約】
【課題】焼却灰から粗粒子と微粒子を速やかに分離し、<BR>また、微粒子には充分に時間と適当な攪拌を与えて脱塩<BR>作用を完結させる灰の洗浄処理方法を提供する。
【解決手段】  ２段以上の複数の機械式湿式分級機を直<BR>列に設置し、前段の分級機に焼却灰を入れ後段の分級機<BR>に洗浄水を加えて洗浄脱水作用と粒子分級作用をしなが<BR>ら、焼却灰は前段から後段へ水は後段から前段へ向流的<BR>に接触移動させ、粗粒の焼却灰は後段から系外に取り出<BR>し、微粒の焼却灰を含んだ洗浄液は前段から取り出し、<BR>その後、洗浄液と微粒とを分離させ脱塩された焼却灰と<BR>含塩洗浄液を得るようにする。
","特開2003-080199","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-080199/7A07C77445E63599749CDDBF036D412F2B4A8E36AC24FEBF58A6A8CE85179A53/11/ja"
"特開2003-053134","特願2001-250048","2001/08/21","2003/02/25","脱硫脱炭酸方法","関西電力株式会社,三菱重工業株式会社","B01D53/34,125@E,B01D53/34,125@P,B01D53/34,135@Z,B01D53/34,F23J15/00@B,F23J15/02,B01D53/50,200,B01D53/50,245,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/96","(57)【要約】
【課題】  脱硫と脱炭酸を二段で処理するプロセスにお<BR>いて、脱炭酸工程のリクレーミング操作により排出され<BR>るスラッジを有効に再利用でき、かつ脱硫性能の向上が<BR>可能な脱硫脱炭酸方法を提供する。
【解決手段】  硫黄酸化物及び二酸化炭素を含むガスの<BR>脱硫脱炭酸方法において、塩基性カルシウム化合物を含<BR>む吸収剤２により該ガス１を処理する脱硫工程２０と、<BR>脱硫工程２０の後流に設けられ塩基性アミン化合物を含<BR>む吸収液５により該ガス４を処理する脱炭酸工程４０と<BR>を含んでなり、該脱炭酸工程４０中のリクレーミング操<BR>作で排出されるスラッジ６を該脱硫工程２０の該吸収液<BR>２に添加することを特徴とする。
","特開2003-053134","","特許3716195","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-053134/DA73F124D11719EC29FD88205518BA9C63A85C436AF3FB80F6B99F7498E0CEC0/11/ja"
"特開2003-047827","特願2001-237765","2001/08/06","2003/02/18","排ガス浄化用素子","株式会社豊田中央研究所","B01D53/34,120@D,B01D53/34,129@C,B01D53/34,135@A,B01D53/34,B01D53/36,102@H,B01D53/36,104@A,B01J19/08@A,F01N3/08@C,F01N3/10@A,B01D53/56,400,B01D53/62,100,B01D53/72,B01D53/86,222,B01D53/86,223,B01D53/86,245,B01D53/86,280,B01D53/92,227,B01D53/92,242,B01D53/92,280,B01D53/94,222,B01D53/94,223,B01D53/94,245,B01D53/94,280","(57)【要約】
【課題】固体電解質の厚さに係わらず低温域でもHC，CO<BR>及びNOx をより効率よく浄化でき、かつ消費電力の少な<BR>い素子とする。
【解決手段】イオン伝導体からなる基板 100と、基板 1<BR>00の同一表面上に互いに間隔を隔てて形成された一対の<BR>電極 101， 102と、から構成した。固体電解質表面イオ<BR>ン伝導としたことにより、同一時間内に生じるイオン伝<BR>導量が固体電解質内イオン伝導に比べて増大する。また<BR>素子の動作温度を低温化することができるため、カソー<BR>ド極 101へのNOの吸着量が増加し、NOの還元浄化の選択<BR>性が向上する。それと同時に、基板 100表面上に多量の<BR>酸素イオン（活性酸素）が生成し、この酸素イオンによ<BR>って排ガス中のHC及びCOが効率よく酸化浄化される。
","特開2003-047827","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-047827/FC9EBD4CA20DBA1CD6B9C8C073404BA763085B9F0687EC7546C294EE7A927A32/11/ja"
"特開2003-041928","特願2001-229872","2001/07/30","2003/02/13","排気ガスの浄化方法と、その浄化のための構造","正司　佳伸,梅澤　久子","B01D53/34,132@Z,B01D53/34,135@A,B01D53/34,135@Z,B01D53/34,B01J20/12@C,F01N3/08@A,F02M35/02@A,F02M35/024,501@H,B01D53/60,B01D53/62,B01D53/62,100,B01D53/75,B01D53/81,B01D53/82,B01D53/92,230,B01D53/92,240,B01D53/92,242,B01D53/92,310,B01D53/92,350,B01D53/92,352","(57)【要約】
【課題】  主として車輛の内燃機関から排出される排気<BR>ガス中の窒素酸化物ＮＯx 、硫黄酸化物ＳＯx 等の有害<BR>成分の微粒子や二酸化炭素ＣＯ2 等の微粒子を吸着除去<BR>することにより、排気ガスを浄化させるための浄化装置<BR>に関し、ＮＯx、ＳＯx 等の有害成分やＣＯ2 等を除去<BR>して環境汚染に対処するという観点から、特に車両等の<BR>排気ガスに含まれるＮＯx 、ＳＯx 、ＣＯ等の有害成分<BR>やＣＯ2を除去することを課題とする。
【解決手段】  空気の燃焼部の手前側と、該燃焼部によ<BR>る燃焼後の排気ガスの排出部との双方に、天然鉱石を含<BR>有させた空気浄化材を装着して、燃焼後の排気ガスを浄<BR>化することを特徴とする。
","特開2003-041928","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-041928/B80FBA1DD3419B8AC3A3E68225FAB9E971F41A9E56123BDF46630053FFBE2F15/11/ja"
"特開2003-034659","特願2001-219931","2001/07/19","2003/02/07","メタノールの製造方法","三菱重工業株式会社,三菱瓦斯化学株式会社","C01B3/38,C01B3/52,C01B31/18@A,C01B31/18@B,C07B61/00,300,C07C29/152,C07C29/80,C07C31/04,C01B32/40,C01B32/50","(57)【要約】
【課題】  蒸留装置の加圧精留塔で回収される蒸留液の<BR>熱を二酸化炭素回収装置の吸収液再生塔の熱源として利<BR>用するメタノールの製造方法を提供する。
【解決手段】  改質器で炭化水素を水蒸気と反応させて<BR>合成ガスを生成し、改質器から排出される燃焼排ガス中<BR>の二酸化炭素を二酸化炭素回収装置で回収し、改質器の<BR>上流側および下流側のいずれか一方または両者に供給す<BR>る工程と、合成ガスをメタノール合成触媒上で反応さ<BR>せ、反応生成物から粗メタノールを液状で回収する工程<BR>と、回収された粗メタノールをトッピング塔、加圧精留<BR>塔および常圧精留塔を有する蒸留装置により蒸留して精<BR>製メタノールを分離する蒸留工程とを含み、前記蒸留工<BR>程におけるトッピング塔の塔底液を加熱して前記加圧精<BR>留塔に導入し、この加圧精留塔の塔頂から流出される蒸<BR>留液の熱を二酸化炭素回収装置の再生塔の熱源および前<BR>記常圧精留塔の熱源として利用することを特徴とする。
","特開2003-034659","","特許4773641","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-034659/B32567F95D05A928C8DB96D3A0CE7F4844C7411A27126088466EB15C004D64FB/11/ja"
"特開2003-034503","特願2001-219930","2001/07/19","2003/02/07","合成ガスの製造方法およびメタノールの製造方法","三菱重工業株式会社,三菱瓦斯化学株式会社","B01D53/14,103,C07C29/152,C07C31/04,B01D53/14,220","(57)【要約】
【課題】  改質器で生成された時の廃熱を二酸化炭素回<BR>収装置の吸収液再生塔の熱源として有効に利用すること<BR>が可能な合成ガスの製造方法を提供する。
【解決手段】  改質器で炭化水素を水蒸気と反応させて<BR>水素、一酸化炭素及び二酸化炭素を含む合成ガスを生成<BR>し、この改質器から排出される燃焼排ガス中の二酸化炭<BR>素を二酸化炭素回収装置で回収し、回収した二酸化炭素<BR>を前記改質器の上流側および下流側のいずれか一方また<BR>は両者に供給することを含む合成ガスの製造方法におい<BR>て、前記改質器で生成された高温合成ガスを前記二酸化<BR>炭素回収装置における二酸化炭素吸収液再生塔の吸収液<BR>再生用熱源として利用することを特徴とする。
","特開2003-034503","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-034503/8E9F8A54AB5AEB13C37E01A8F44E25C7D3F1F98AF318803D8016D9F97F1C0B72/11/ja"
"実登3091064","実願2002-002636","2002/05/08","2003/01/17","排ガス処理装置","三共技研工業株式会社","B01D53/18@G,B01D53/34,133,F01N3/02,311@E,F01N3/04@D,B01D53/18,170,B01D53/60,200,B01D53/75,B01D53/78,B01D53/92,230,B01D53/92,310,B01D53/92,331,F01N3/037@E","(57)【要約】
【課題】簡素な構造で低価格が実現でき、又、簡素な構<BR>造であるにも係わらず、排気ガスの量に応じてヒノキチ<BR>オールの適量を供給することができて両者を最の条件で<BR>接触させることができ高い排ガス処理の効果が得られる<BR>排ガス処理装置。
【解決手段】サイクロン１と薬液タンク２と排気ガス導<BR>入管３とベンチュリ管４と薬液供給管５と排気管６と液<BR>回収タンク７とからなり、ディーゼルエンジンを搭載し<BR>た車両や発電設備のガス排気管の端末に連通接続してデ<BR>ィーゼル排気ガスを導入しディーゼル排気ガスの黒煙中<BR>に含まれる微粒子（DEP）や窒素酸化物・二酸化炭素を<BR>除去することができ、排気ガスに除菌・防黴処理を行な<BR>って大気に放出することができる。
","","","実登3091064","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-3091064/B99D6B08070E485CDE4FB609C15CD4F65B95380D3C2F53B6F21F7403A773759C/25/ja"
"特開2003-010628","特願2001-235569","2001/06/29","2003/01/14","炭による二酸化炭素及び、浮遊物固定法","横江　孝夫","B01D53/14@C,B01D53/34,135@Z,B01D53/14,200,B01D53/62,B01D53/81","(57)【要約】
炭に二酸化炭素を固定するシステムである。
【目的】  不要物で炭にできるものすべてをＣｏ２固定<BR>に活用することである。
【構成】  空気を不要炭を用いて吸収槽内にある炭にＣ<BR>ｏ２を固定させるシステムである。
","特開2003-010628","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-010628/DF720FB9A14AA0ED08C445F77C04047AFFE364E715DFFD3ECF53D620750B1E2C/11/ja"
"特開2003-001061","特願2001-184326","2001/06/19","2003/01/07","燃焼排ガス中の炭酸ガスを濃縮する方法","エア・ウォーター株式会社","B01D53/04@B,B01D53/34,135@Z,B01D53/34,C01B31/20@B,B01D53/047,B01D53/62,B01D53/73,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
【課題】  簡素化したプロセスで、しかも高効率で炭酸<BR>ガス濃度２０～５０容量％に高めることができる燃焼排<BR>ガス中の炭酸ガスを濃縮する方法を提供すること。
【解決手段】  炭酸ガス濃度５～１５容量％の燃焼排ガ<BR>ス２を圧力変動吸着装置の活性炭を充填した吸着塔６<BR>ａ、６ｂに０．０２ＭＰａ・Ｇ以下で送入して炭酸ガス<BR>を吸着させる。そして、真空ポンプ１１により吸着塔６<BR>ａ、６ｂ入口側から吸着塔６ａ、６ｂ内部を真空引きし<BR>て２００Ｔｏｒｒ以下で炭酸ガスを脱着させて濃縮ガス<BR>として回収すると共に、引続き２００Ｔｏｒｒ以下に保<BR>ったままで吸着塔６ａ、６ｂ出口から大気空気を供給し<BR>て真空引きで脱着しなかった炭酸ガスを脱着して濃縮ガ<BR>スとして回収したのち、吸着塔６ａ、６ｂに燃焼排ガス<BR>または吸着工程のオフガスを供給して吸着塔６ａ、６ｂ<BR>内を大気圧まで昇圧する。これによって、炭酸ガス濃度<BR>２０～５０容量％の濃縮ガスを高効率、低コストで回収<BR>できる。
","特開2003-001061","","特許3571672","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-001061/3CA641A7272C0BD8D74A6CDEF6452413D28153002660286C9A384F9D4BF1FE56/11/ja"
"特表2004-535920","特願2003-505074","2002/06/10","2002/12/27","ガス流の可燃成分の回収法","エボニック　デグサ　ゲーエムベーハー,ティッセンクルップ　ウーデ　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング","B01D53/14,102,B01D53/18@A,B01D53/18@D,C07D301/32,C07D303/04,B01D53/14,210,B01D53/18,110,B01D53/18,140","(57)【要約】
本発明は、可燃成分と酸素とを含有するガス流中の可燃成分を、可燃成分を溶剤中に選択<BR>的に吸収させることにより回収する方法に関し、吸収時に気相が溶剤の連続液相に分散し<BR>ていることを特徴とする。本発明の好ましい態様は、触媒の存在下にアルコール溶剤中で<BR>プロペンを過酸化水素を用いてエポキシ化に関する方法であり、この方法では、未反応プ<BR>ロペン、プロペン酸化物および過酸化水素の分解によって生じる酸素を含有するガス流を<BR>反応混合物から分離し、前記方法により、前記ガス流中の可燃成分を回収している。
","特表2004-535920","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-535920/B5227E10F24D7468FDEBF961F19E0AC136FDBDCC6CED8AB1AF08640B66335879/11/ja"
