"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特表2010-527767","特願2010-509291","2008/05/26","2008/11/27","燃焼ガスから二酸化炭素を除去する装置","シーオーツー　ピューリフィケーション　エーエス","B01D47/06@B,B01D53/18@A,B01D53/18@B,B01D53/34,133,B01D53/34,135@Z,B01D53/34,136@A,B01D53/18,110,B01D53/18,120,B01D53/60,200,B01D53/62,B01D53/64,100,B01D53/75,B01D53/76,B01D53/78","(57)【要約】
  煙ガスを精製する装置であって、底部領域における吸<BR>気口と、上部領域における精製ガス用の排気口と、並び<BR>に洗浄液用の注入口と、使用済洗浄液用の排出口とを設<BR>けた円筒容器を備え、該容器の内部には、煙ガス及び液<BR>体が自由に循環し得るように液流バッフルが備えつけら<BR>れておらず、該容器の内部には、気体と液体との最適な<BR>混合のための有孔プレート、例えば網円板の攪拌機が設<BR>けられる、装置が開示されている。また、このような精<BR>製装置を使用する、かかる煙ガスを精製する方法も開示<BR>されている。
【選択図】図１
","特表2010-527767","","特許5243530","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-527767/0D3B856FF1B083E98B9959B0C34378EF88C61D21AAB8D28D04163E582DD426CF/11/ja"
"特表2010-527755","特願2010-508437","2008/05/16","2008/11/27","熱スイング吸着によってガスの混合物から標的ガスを除去するための方法","エクソンモービル　リサーチ　アンド　エンジニアリング　カンパニー","B01D53/04@F,B01D53/34,135@Z,B01J20/18@A,B01J20/34@H,C10L3/00@B,C10L3/10,B01D53/04,220,B01D53/62,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
  主に脱着ステップで熱波を利用する、熱スイング吸着<BR>プロセスを用いてガスの混合物からの標的ガスの分離。<BR>本発明の方法では、処理済みの気体状ストリームから複<BR>数の汚染物質を別々に除去することができる。
【選択図】図１０
","特表2010-527755","","","拒絶2015-011663","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-527755/D042FD9C4BD790DED0951708C50A5ECC3E1E57185BBE9DB86890C5206D1E5608/11/ja"
"特開2008-285392","特願2007-155741","2007/05/17","2008/11/27","二酸化炭素の固定法","横江　孝夫","B01D53/14@A,B01D53/14@C,B01J19/00@A,C01B31/20@Z,B01D53/14,100,B01D53/14,200,C01B32/50","(57)【要約】
【目的】  あらゆる産業分野で発生する二酸化炭素を削<BR>減する。
【構成】  自然にある雪、炭、シールド土を二酸化炭素<BR>の固定に利用する。
【効果】  本発明は、地球温暖化防止の為、二酸化炭素<BR>の削減の一役を担い、環境保全及びコスト削減に効果が<BR>ある。
【選択図】図１
","特開2008-285392","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-285392/F6FA379479D37646D2BDF3F5E8637102A8D13A36484A998E23A47E09DA00CC81/11/ja"
"特開2008-284543","特願2008-085877","2008/03/28","2008/11/27","ガスおよび大気浄化装置","森　幸信","B01D53/14@A,B01D53/34,129@Z,B01D53/34,135@A,B01D53/34,135@Z,F01N3/04@A,F01N3/04@Z,F01N3/08@A,B01D53/14,100,B01D53/56,B01D53/62,B01D53/62,100,B01D53/75,B01D53/78,B01D53/79,B01D53/81,B01D53/92,222,B01D53/92,240,B01D53/92,242,B01D53/92,310,B01D53/92,331,B01D53/92,335,B01D53/92,350,B01D53/96","(57)【要約】      （修正有）
【課題】二酸化炭素を除去することができるとともに、<BR>燃焼室から外部に排出される排気ガスを浄化する装置を<BR>提供する。
【解決手段】ガス浄化装置１０は、排気ガスを収束する<BR>収束管１と、排気ガスを浄化する浄化液体を収束管内で<BR>噴射させる噴射装置２と、噴射装置から噴射させた浄化<BR>液体と排気ガスとを混合する混合槽３と、浄化液体と排<BR>気ガスとを分離する分離槽４と、を備え、排気ガスを浄<BR>化して排出させるようにした。分離槽４の底部には、塩<BR>類を除去するためにフィルター７が設けられ、これによ<BR>り、液体は浄化される。そして、浄化された液体は、再<BR>度、循環されて噴射装置２から噴射される。
【選択図】図１
","特開2008-284543","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-284543/947D422AB368D3E16A6938EE2FB8BBB4DF38C01D47E035431FD42D9D3EF96802/11/ja"
"特開2008-280242","特願2008-163897","2008/06/23","2008/11/20","マンガン化合物","クラリアント触媒株式会社","B01D53/34,120@D,B01D53/34,121@D,B01D53/34,126,B01D53/34,131,B01D53/34,135@A,B01J20/06@C,C01G45/00,B01D53/48,100,B01D53/52,B01D53/58,B01D53/62,100,B01D53/72,B01D53/81","(57)【要約】
【課題】従来の酸化マンガンよりも高い環境汚染物質除去能を発揮するマンガン化合物を<BR>提供する。
【解決手段】二価のマンガン塩水溶液と化学量論以上のアルカリを含有する過マンガン酸<BR>アルカリ水溶液を混合、反応させることによりマンガン化合物を得る。このマンガン化合<BR>物は既知のマンガン酸化物と比較すると、比表面積の大幅な増大が認められ、環境汚染物<BR>質除去能向上が顕著である。本発明によるマンガン化合物は、比表面積の値が高く、環境<BR>汚染物質除去能が高く、各工場より排出される臭気成分、ＮＯｘやＳＯｘ、ＶＯＣ、更に<BR>は、不完全燃焼により発生する炭化水素やアルデヒド類等の未燃焼成分の吸着及び酸化除<BR>去に有用である。
【選択図】なし
","特開2008-280242","","特許5086191","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-280242/D218427E357037BF1C331F1F1F0C16DFDE37998D1DCAE2B73712A73C99E6291B/11/ja"
"特開2008-279441","特願2008-120959","2008/05/07","2008/11/20","燃焼煙道ガス中の二酸化炭素を低減させるための方法及びシステム","ビーエイチエイ　アルテア，エルエルシー","B01D53/14,102,B01D53/14@C,B01D53/18@Z,B01D53/34,135@Z,B01D53/14,200,B01D53/14,210,B01D53/18,B01D53/62,B01D53/76,B01D53/78,B01D53/96","(57)【要約】      （修正有）
【課題】燃焼煙道ガスから低コスト・エネルギーで二酸<BR>化炭素を低減するシステムの提供。
【解決手段】燃焼システム１００は、燃焼煙道ガスを流<BR>すためのハウジングと、ハウジング内に流されるアンモ<BR>ニア系液体試薬と、アンモニア系液体を煙道ガスから隔<BR>離するためハウジング内に連結された膜接触器からなり<BR>、当該膜接触器が気液界面領域を画成する複数の細孔を<BR>含み、アンモニア系液体及び煙道ガスが気液界面領域で<BR>接触することで、アンモニア系液体中へのＣＯ２の化学<BR>吸収により煙道ガスから二酸化炭素を分離してＣＯ２リ<BR>ッチなアンモニア系液体を生成する膜接触器とを含む吸<BR>収器ユニット１３０、並びに吸収器ユニットに連結され<BR>た脱離器ユニット１５０であって、ＣＯ２リッチなアン<BR>モニア系液体を受け入れてＣＯ２を遊離させる脱離器ユ<BR>ニットを含んでなる。
【選択図】図１
","特開2008-279441","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-279441/6869C272A6407505C66E18FF546D2D3DADE1B65BE0BE0E421B695E49E9728588/11/ja"
"特表2010-522077","特願2010-500314","2008/03/19","2008/11/13","流体接触カラム用の充填物構造およびその製造方法","スネクマ　プロピュルション　ソリド","B01D3/16@A,B01D53/18@C,B01J19/32,B01D53/18,130","(57)【要約】
本発明による充填物構造は、流体接触カラムのためのも<BR>のである。充填物構造は、直径が５ｍｍから５０ｍｍの<BR>間の範囲のチューブのバンドルが規則正しく配置された<BR>固まりを形成する。チューブの壁は、充填物構造内の流<BR>体の循環および混合を促進するように配置されたオリフ<BR>ィスを有する。オリフィスは、２ｍｍから４５ｍｍの辺<BR>を有する矩形に形成され、各オリフィスは、２ｍｍ2を<BR>超える表面積に広がっている。
","特表2010-522077","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-522077/D12FEC1428491FC5C8C132F6BF31BD7922F826802008B6F2FF0FFF28CEDCD694/11/ja"
"特開2008-273821","特願2008-095741","2008/04/02","2008/11/13","ガス中の二酸化炭素の回収方法","新日鐵住金株式会社","B01D53/34,135@Z,B01J20/34@H,C01B31/20@B,B01D53/62,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
【課題】物理吸着法における吸着剤からの二酸化炭素脱<BR>離時に、エネルギー消費を従来法よりも低減可能なガス<BR>中の二酸化炭素の回収方法を提供する。
【解決手段】マイクロ波を吸収して発熱する二酸化炭素<BR>の吸着剤に二酸化炭素含有ガス中の二酸化炭素を吸着さ<BR>せた後、前記吸着剤にマイクロ波を照射し、前記吸着し<BR>た二酸化炭素を脱離させて回収するガス中の二酸化炭素<BR>の回収方法である。
【選択図】図１
","特開2008-273821","","特許5098762","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-273821/B27ABD5307285FA35A57F4BA209EFBAA822D309115FA2A1FADFDEBC0392FE45F/11/ja"
"特開2008-272596","特願2007-064862","2007/03/14","2008/11/13","有機ハロゲン化合物を含む廃棄物の加熱処理方法及び加熱処理装置","株式会社神鋼環境ソリューション","A62D3/00,400,A62D3/00,651,A62D3/40,A62D101:22,B01D53/34,120@D,B01D53/34,120@E,B01D53/34,135@A,B09B3/00,302@G,B09B3/00,303@P,C02F11/00@C,B01D53/62,100,B01D53/72,B01D53/72,200,B01D53/76,B01D53/78,B01D53/81,B01D53/96,B09C1/06,B09B3/40,B09B101:90","(57)【要約】
【課題】本発明は、加熱炉内では還元状態（低酸素状態）で有機ハロゲン化合物を含む廃<BR>棄物を加熱処理する方法及び装置において、加熱処理装置から排出される一酸化炭素量を<BR>削減し、バグフィルターの目詰まり及び排ガス洗浄装置へのタール蓄積を軽減することを<BR>目的とする。
【解決手段】加熱炉から排出直後の高温排ガスに空気又は酸素ガスを混合することにより<BR>、一酸化炭素を二酸化炭素へと酸化することを特徴とする。同時に高温排ガス中の炭化水<BR>素を水蒸気及び酸素によって分解し、排ガス洗浄装置へのタール蓄積を減少させる。
【選択図】なし
","特開2008-272596","","特許4733659","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-272596/88EB1F9D465C5840CE79C13D1C716B1D89DD4F84FC25BAAEF51934E76DFB931E/11/ja"
"特開2008-255209","特願2007-098213","2007/04/04","2008/10/23","メタンガスの濃縮方法および装置","株式会社日本製鋼所","B01D53/18@A,B01F1/00@A,B01F5/00@D,B09B3/00@C,B09B3/00@D,C02F11/04@A,C10L3/00@B,C10L3/00@Z,C10L3/10,B01D53/18,110,B09B3/60,B09B3/65,B09B101:70","(57)【要約】
【課題】メタンガスと二酸化炭素とを主成分とするバイ<BR>オガス中のメタンガス濃度を大がかりな装置を必要とす<BR>ることなく効果的に高めることを可能にする。
【解決手段】有機性廃棄物の嫌気発酵により発生し、メ<BR>タンおよび二酸化炭素を主成分とするバイオガスからメ<BR>タンガスを濃縮する際に、前記バイオガスを気泡化させ<BR>て液体中を通過させ、前記バイオガス中の主として二酸<BR>化炭素を前記液体に溶解させ、該液体に溶解することな<BR>く通過した前記メタンガスを含む前記バイオガスを回収<BR>する。濃縮装置４として、バイオガスを微細気泡にして<BR>散気させる微細気泡発生装置５と、前記微細気泡を散気<BR>させる液体１１を収納する液体槽（貯留タンク４ａ）と<BR>、前記液体を通過したバイオガスからメタンガスを回収<BR>する回収手段とを備える。
【選択図】図１
","特開2008-255209","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-255209/FD5B390A15FE7D4890C5BA6F587A7BDDEB18B1CBE424876A57CB90DB67894F82/11/ja"
"特開2008-238114","特願2007-085465","2007/03/28","2008/10/09","ＣＯ２回収装置及びＣＯ２吸収液回収方法","三菱重工業株式会社,関西電力株式会社","B01D53/18@Z,B01D53/34,135@Z,C01B31/20@Z,B01D53/18,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】ＣＯ2除去排ガスに同伴するＣＯ2吸収液の放出<BR>量を軽減する共に、リーン溶液に供給するＣＯ2吸収液<BR>成分を軽減し、ＣＯ2吸収液の回収効率を一層向上させ<BR>たＣＯ2回収装置及びＣＯ2吸収液回収方法を提供する。
【解決手段】本実施例に係るＣＯ2回収装置１０Ａは、<BR>ＣＯ2含有ガス１００２ＡからＣＯ2を除去する吸収塔１<BR>００６と、リッチ溶液１００８を再生する再生塔１００<BR>７と、再生塔１００７でＣＯ2を除去したリーン溶液１<BR>００９を吸収塔１００６で再利用するＣＯ2回収装置で<BR>あって、前記吸収塔１００６に配設された水洗用デミス<BR>タ１０１５が、圧力損失の高い少なくとも二層構造から<BR>なるデミスタであり、ＣＯ2除去排ガス１００２Ｂに同<BR>伴するＣＯ2吸収液ミスト及び洗浄水ミストの捕集効率<BR>を向上させる。
【選択図】図１
","特開2008-238114","","特許4831834","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-238114/DC343155597926BBC9E5024D79A4BD42B3B7822D20D2645EBEF23C6986557384/11/ja"
"特開2008-238113","特願2007-085464","2007/03/28","2008/10/09","ＣＯ２回収装置及びＣＯ２回収装置における廃棄物処理方法","三菱重工業株式会社,関西電力株式会社","B01D53/14,103,B01D53/34,135@Z,B01J49/00@G,C01B31/20@B,C02F1/04@C,C02F1/04@D,C02F1/42@C,C02F1/42@A,C02F1/72@Z,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,B01J41/12,B01J47/02,B01J49/00,162,C01B32/50,B01J49/57","(57)【要約】
【課題】排ガス中のＣＯ2等 を除去する際に発生する廃<BR>棄物中の有機系廃棄物と無機系廃棄物とを別々に、効率<BR>的に処理可能としたＣＯ2回収装置及び廃棄物処理方法<BR>を提供する。
【解決手段】本実施例に係るＣＯ2回収装置１０Ａは、<BR>ＣＯ2含有ガスからＣＯ2を除去する吸収塔１００６と、<BR>リッチ溶液１００７を再生する再生塔１００８と、再生<BR>塔１００８でＣＯ2を除去したリーン溶液１００９を吸<BR>収塔１００６で再利用するＣＯ2回収装置であって、リ<BR>ーン溶液１００９の一部を抜出すリーン溶液抜出しライ<BR>ン１１と、抜出されたリーン溶液１００９中に残存する<BR>固形物を固液分離する固液分離部１２と、前記固形物が<BR>除去されたリーン溶液１００９Ｂ中の無機系主体廃棄物<BR>をイオン交換する陰イオン交換部１３と、無機系主体廃<BR>棄物が除去されたリーン溶液１００９Ｃ中の有機系廃棄<BR>物を除去する第一のリクレーマ１０４０－１とを有して<BR>なる。
【選択図】図１
","特開2008-238113","","特許4831833","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-238113/E8094F181E3C67F36AF1F8F21BCD0559B8B9F1A1E2F2B495412B936CC9103B86/11/ja"
"特開2008-238073","特願2007-083459","2007/03/28","2008/10/09","二酸化炭素吸収剤および二酸化炭素吸収方法","新日鉄住金化学株式会社","B01D53/14,102,B01D53/14,103,B01D53/34,135@Z,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
【課題】二酸化炭素の脱離性能に優れる二酸化炭素吸収剤および二酸化炭素吸収方法を提<BR>供する。
【解決手段】二酸化炭素吸収剤は、二重結合を有さない六員環の炭素によって水素元素の<BR>１つが置換されたアミンからなる化合物と水を主成分とする。二重結合を有さない六員環<BR>は、窒素を含有するものであってもよく、また、アミノ基が付加されたものであってもよ<BR>い。アミンの水素元素の１つがさらにアルキル基、ヒドロキシアルキル基、アミノ基また<BR>はＮ－ヒドロキシエチルアミノ基で置換されたものであってもよい。
【選択図】なし
","特開2008-238073","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-238073/11DF715456362D38CD7DB6E6221FEB5D20154F78F7874AEC45C2459997FA81EA/11/ja"
"特開2008-229496","特願2007-072767","2007/03/20","2008/10/02","二酸化炭素の分離回収装置及び二酸化炭素の分離回収方法","カンソルブ・テクノロジーズ・インコーポレーテツド","B01D53/34,135@Z,B01J19/00@A,C01B31/20@B,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】吸収塔における気液接触領域を小さくすること<BR>が可能であり、しかも効率的かつ安価に二酸化炭素発生<BR>源から二酸化炭素を分離回収する技術を提供する。
【解決手段】二酸化炭素含有ガス中に含まれる二酸化炭<BR>素を吸収液３１に吸収させる吸収塔１２と、二酸化炭素<BR>含有ガスと吸収液とを効率良く接触させるために吸収塔<BR>１２内に設けられた気液接触領域１２ａと、二酸化炭素<BR>を吸収した吸収液３１に再生熱を与えて二酸化炭素を放<BR>出させる再生塔２２と、二酸化炭素の輸送媒体として吸<BR>収塔１２と再生塔２２との間を循環する吸収液３１とを<BR>具備してなり、吸収塔１２から流出された吸収液３１の<BR>一部を気液接触領域１２ａに戻す循環路１３と、循環路<BR>１３の途中に設けられて吸収液３１を冷却する熱交換器<BR>１４と、から構成されることを特徴とする二酸化炭素の<BR>分離回収装置１を採用する。
【選択図】図１
","特開2008-229496","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-229496/B14F91B79452AF1A103CD3D20E7CB390AFAC2645A7DA370AE320C36835F69D5D/11/ja"
"特開2008-221166","特願2007-065634","2007/03/14","2008/09/25","ＣＯ２回収装置及び廃棄物抽出方法","三菱重工業株式会社,関西電力株式会社","B01D53/18@Z,B01D53/34,135@Z,B01D53/18,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】排ガス中のＣＯ2等 を除去する際に発生する塩<BR>等の劣化物が濃縮した濃縮廃棄物をリクレーマから短時<BR>間で抜出すことが可能なＣＯ2回収装置及び廃棄物抽出<BR>方法を提供する。
【解決手段】本実施例に係るＣＯ2回収装置１００は、<BR>ＣＯ2含有する排ガス１００２とＣＯ2吸収液１００５と<BR>を接触させてＣＯ2を除去する吸収塔１００６と、ＣＯ2<BR>を吸収したリッチ溶液１００７を再生し熱交換する再生<BR>塔１００８と、該再生塔１００８でＣＯ2を除去したリ<BR>ーン溶液（再生液）１００９を前記吸収塔１００６で再<BR>利用するＣＯ2回収装置であって、前記再生塔１００８<BR>で生成される前記リーン溶液１００９中に残存する塩等<BR>の劣化物を加熱濃縮し、除去するリクレーマ１０４０と<BR>、前記リクレーマ１０４０から抜出された高温の濃縮廃<BR>棄物１０４２Ｈを、冷却する廃棄物冷却器１０１とを具<BR>備してなる。
【選択図】図１
","特開2008-221166","","特許4875522","拒絶2011-020972","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-221166/D4D1C4937F9A001F3B4A0824603C5F73F39F23D573A3117FDDF185964470B852/11/ja"
"特開2008-221082","特願2007-060661","2007/03/09","2008/09/25","吸収材の再生方法","株式会社東芝","B01D53/14@A,B01J20/02@A,B01J20/34@F,C01B3/32@A,C01B37/00,H01M8/06@G,B01D53/14,100,H01M8/0612","(57)【要約】
【課題】吸収材から二酸化炭素を放出させると共に、吸<BR>収材上に析出した炭素を除去することが可能な吸収材の<BR>再生方法を提供する。
【解決手段】原料ガスおよび水蒸気を導入するためのガ<BR>ス導入部および改質反応ガスの排出部を有する改質器内<BR>に改質用触媒とリチウムシリケートを含む二酸化炭素を<BR>吸収するための吸収材とを充填し、原料ガスおよび水蒸<BR>気を前記ガス導入部を通して改質器内に供給して水蒸気<BR>改質反応を行い、水素と同時に副生した二酸化炭素を前<BR>記吸収材で吸収し、その吸収材による二酸化炭素の吸収<BR>能力が低下した後、前記吸収材から二酸化炭素を放出さ<BR>せて吸収材を再生する方法であって、前記改質器内の温<BR>度を６２５℃以上に設定し、かつ不活性ガスまたは二酸<BR>化炭素を５体積％含む不活性ガスを処理ガスとして前記<BR>改質器内に前記原料ガスおよび水蒸気の供給方向と向き<BR>が反対になるよう前記排出部を通して供給することを特<BR>徴とする吸収材の再生方法。
【選択図】    図１
","特開2008-221082","","特許4334577","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-221082/590419673D893D007840C05E53C8B35D2CD00C4AF81021C1D49632D023A74100/11/ja"
"特表2010-516607","特願2009-546790","2008/01/24","2008/09/18","ガス混合物中に含まれる気体状二酸化炭素の分離方法","べ．エール．ジェ．エム．－　ブュロー　デ　ルシェルシュー　ジオロジケ　エ　ミニエレ　－","B01D53/14,102,B01D53/14,103,B01J20/06@A,B01J20/10@A,B01J20/12@A,B01J20/14,B01J20/18@B,B01J20/20@B,B01J20/34@A,B01J20/34@D,B01J20/34@E,B01J20/34@H,C01B31/20@B,B01D53/14,210,B01D53/14,220,C01B32/50","(57)【要約】
【課題】本発明は、ガス混合物に含まれる気体状ＣＯ２<BR>を分離する方法に関し、当該方法は、気体状ＣＯ２を捕<BR>獲する能力のある固体吸着剤を液相中へ懸濁させる工程<BR>、ガス混合物を液相中に分散させる工程であって、当該<BR>工程は液相の凝固温度と蒸発温度の間の温度でそれぞれ<BR>の境界値を含まない温度、大気圧と１０バールの間の圧<BR>力でそれぞれの境界値を含む圧力で行われることからな<BR>る。
【選択図】図１
","特表2010-516607","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-516607/B64D3AF161BBB9CE7E20C11C91958896C3D06F1BFD12F639B890E8ECAC99CB6A/11/ja"
"特開2008-215215","特願2007-054257","2007/03/05","2008/09/18","内燃機関の排気浄化装置","トヨタ自動車株式会社","B01D53/34,120@D,B01D53/34,129@A,B01D53/34,135@A,B01D53/36,103@B,B01D53/36,F01N3/08@A,F01N3/18@F,F01N3/20@F,F01N3/20@M,F01N3/24@E,F01N3/24@L,F01N3/24@S,F01N3/24@T,F01N3/26@Z,B01D53/56,100,B01D53/62,100,B01D53/72,B01D53/75,B01D53/81,B01D53/82,B01D53/86,222,B01D53/86,245,B01D53/86,280,B01D53/88,B01D53/92,223,B01D53/92,242,B01D53/92,280,B01D53/92,310,B01D53/92,350,B01D53/92,352","(57)【要約】
【課題】この発明は、内燃機関の排気浄化装置に関し、<BR>優れた水分除去機能を備えつつ、吸着材に導入される排<BR>気ガスの温度低減による吸着効率の向上と吸気の加湿お<BR>よび加温による排気エミッションの低減とを好適に両立<BR>させることができる。
【解決手段】主排気通路２０を迂回する主バイパス通路<BR>２６を備える。排気ガスの流入先を主排気通路２０と主<BR>バイパス通路２６との間で切り替え可能とする第１切替<BR>バルブ３６を備える。主バイパス通路２０に配置され、<BR>排気ガス中に含まれる未浄化成分を吸着する機能を有す<BR>る吸着材３４を備える。主バイパス通路２０における上<BR>流側接続部３０ａと吸着材３４との間の部位に配置され<BR>、当該部位を流れる排気ガスと吸気通路１２を流れる吸<BR>入空気との間で水分交換および熱交換を行う水分透過膜<BR>１６ａを有する水分前処理部１６を備える。
【選択図】図１
","特開2008-215215","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-215215/E23B9D84C742F34C18F7CEF02D183FB3FFE64550C7C136F0A3D603FC87776FB4/11/ja"
"特開2008-207123","特願2007-047421","2007/02/27","2008/09/11","ＣＯ２回収装置及びＣＯ２回収装置における固形分取出し方法","三菱重工業株式会社","B01D1/04,B01D21/00@B,B01D21/00@C,B01D53/14@C,B01D53/34,135@Z,B01D61/14,B01D65/02,C01B31/20@Z,B01D53/14,200,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】ＣＯ2回収装置の大型化に対応可能とし、吸収<BR>塔で除去される煤塵量が例えば３．０Ｋｇ／Ｈと多大と<BR>なっても、リーン溶液中の固形分の除去が可能なＣＯ2<BR>回収装置及びＣＯ2回収装置における固形分取出し方法<BR>を提供する。
【解決手段】本実施例に係るＣＯ2回収装置１０Ａは、<BR>排ガス１００２からＣＯ2を除去する吸収塔１００６と<BR>、リッチ溶液１００７を再生する再生塔１００８と、再<BR>生塔１００８でＣＯ2除去したリーン溶液１００９を吸<BR>収塔１００６で再利用するＣＯ2回収装置であって、リ<BR>ーン溶液１００９Ａ中の固形分１１をろ過膜装置本体１<BR>２内に設けられているフィルター１３によりろ過すると<BR>共に、フィルター１３に捕集された固形分１１をろ過膜<BR>装置本体１２に送給された逆洗水１４Ａ中に回収し・除<BR>去するろ過膜装置１５と、ろ過膜装置１５の後流側に設<BR>けられ、回収された逆洗水１４Ａ中の固形分１１を加熱<BR>濃縮する蒸発器１６Ａとを有してなる。
【選択図】        図１
","特開2008-207123","","特許4795991","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-207123/B9C792EB928BA581A9F056D8A127263F3E1F95C179C15924C0013251F0369737/11/ja"
"特開2008-202804","特願2006-166647","2006/05/22","2008/09/04","廃棄物のプラズマ溶融処理方法及びその装置","葛籠　角一","A62D3/00,400,A62D3/00,651,A62D3/00,654,A62D3/40,A62D101:22,A62D101:28,B01D53/34,134@A,B01D53/34,135@A,B09B3/00,301@R,B09B3/00,303@H,F23G5/00,115@B,F23G5/02@E,F23J15/00@C,F23J15/02,B01D53/62,100,B01D53/68,100,B09B3/29,B09B3/40,B09B101:25,B09B101:65","(57)【要約】
【課題】環境破壊・汚染を起こすことなく、処理コスト<BR>の低減及びコンパクト化を図り得る廃棄物のプラズマ溶<BR>融処理方法及びその装置を提供する。
【解決手段】液分を含む廃棄物５１を凝固剤に混ぜ合わ<BR>せ又は加熱乾燥させて固形化した後、不定形の粒塊状で<BR>次工程に繰出させる廃棄物繰出し工程、複数個のスラグ<BR>排出孔２０が底部に設けられたターン浅皿１７を対向す<BR>る電極１８，１９間に緩速回転可能に介設してターン浅<BR>皿１７上に多数個の炭素小球２４を充満搭載して成るプ<BR>ラズマ溶融炉単位１５により構成される回転式プラズマ<BR>溶融炉１２を用いて、廃棄物繰出し工程から順次投入さ<BR>れる粒塊状廃棄物５２を超低酸素状態下でプラズマ放電<BR>中の回転式プラズマ溶融炉１２により強熱し溶融させ、<BR>無害スラグ５３と揮発ガス分５４とに分離させるプラズ<BR>マ溶融処理工程、プラズマ溶融処理工程で分離した揮発<BR>ガス分５４を抽気して濾過・中和器３３、吸着器３５で<BR>濾過・吸着し、浄化ガス５５で気中に放出するガス浄化<BR>工程の各工程。
【選択図】図１
","特開2008-202804","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-202804/A75AAD0F29F1F5A0B25274B59981FEEB72386716D6E474E6BD76D9CE56219E2F/11/ja"
"特開2008-200589","特願2007-038539","2007/02/19","2008/09/04","ガス分離方法及びガス分離装置","関西電力株式会社,公益財団法人地球環境産業技術研究機構","B01D53/14@C,B01D53/14,102,B01D53/22,B01D71/26,B01D53/14,200,B01D53/14,210","(57)【要約】
【課題】ポリオレフィン素材の膜を液漏れなく使用でき<BR>るようにする。
【解決手段】被分離ガスと吸収液とを膜を介して気液接<BR>触させることにより被分離ガス中の特定成分ガスを上記<BR>吸収液に吸収させる工程と、それに続く上記吸収液から<BR>上記特定成分ガスを放散させる工程とを含むガス分離方<BR>法において、上記膜として、熱誘起型相分離法により製<BR>造したポリオレフィン多孔質膜を用いる。この膜は、熱<BR>誘起型相分離法により製造された後、さらに延伸加工し<BR>て得られたものであってもよい。
【選択図】図１
","特開2008-200589","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-200589/85DE88B509368D7B7731543A1A762723BDC63FF3B3817CE553CC75E5F2C726B2/11/ja"
